region,Timeframe,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Albany,Weekly,7/5/2020,conventional,1.41,159709.66,11425.42,125209.9,354.33,22720.01,16068.7,5501.31,1150
Albany,Weekly,6/28/2020,conventional,1.09,162991.94,11482.52,133755.29,266.6,17487.53,14528.15,2422.72,536.66
Albany,Weekly,6/21/2020,conventional,1.28,150850.26,11202.65,118629.64,307.38,20710.59,12768.43,6888.83,1053.33
Atlanta,Weekly,7/12/2020,conventional,0.87,894123.79,369450.99,30124.5,75.7,494472.6,439562.76,53119.84,1790
Atlanta,Weekly,7/5/2020,conventional,0.94,939336.59,405223.32,27736.69,97.44,506279.14,447831.11,56072.95,2375.08
Atlanta,Weekly,6/28/2020,conventional,0.95,880416.25,361866.51,25170.86,51.45,493327.43,441505.98,50298.92,1522.53
Atlanta,Weekly,6/21/2020,conventional,0.91,944439.77,379384.84,24514.3,38.53,540502.1,485673.47,51990.84,2837.79
Baltimore/Washington,Weekly,7/12/2020,conventional,1.28,1150834.2,127548.9,450125.45,5548.02,567611.83,270202.49,291056.99,6352.35
Baltimore/Washington,Weekly,7/5/2020,conventional,1.29,1230513.48,133383.8,482396.4,5343.66,609389.62,301819.58,301856.7,5713.34
Baltimore/Washington,Weekly,6/28/2020,conventional,1.35,1136183.95,127966.78,462802.17,5593.79,539821.21,321787.76,216076.79,1956.66
Baltimore/Washington,Weekly,6/21/2020,conventional,1.33,1203033.08,133151,474775.72,4578.81,590527.55,357292.51,227245.04,5990
Boise,Weekly,7/12/2020,conventional,1.03,157940.68,39794.76,8887.81,1480.97,107777.14,54077.1,39451,14249.04
Boise,Weekly,7/5/2020,conventional,1.2,147715.31,39815.5,7492.43,1932.74,98474.64,41543.85,35607.36,21323.43
Boise,Weekly,6/28/2020,conventional,1.17,140317.37,34915.46,7507.54,1332.35,96562.02,48933.36,32838.28,14790.38
Boise,Weekly,6/21/2020,conventional,1.21,137261.52,32447.64,10276.48,1386.13,93151.27,42914.84,35591.79,14644.64
Boston,Weekly,7/12/2020,conventional,1.42,874941.9,19804.48,552510.03,502.03,302125.36,271615.42,27473.27,3036.67
Boston,Weekly,7/5/2020,conventional,1.45,880795.48,19933.57,605617.41,572.26,254672.24,235126.39,17135.85,2410
Boston,Weekly,6/28/2020,conventional,1.42,873073.27,21550.2,569855.15,638.64,281029.28,256628.69,23840.59,560
Boston,Weekly,6/21/2020,conventional,1.42,860481.99,20247.33,546750.12,375.13,293109.41,218680.27,71918.04,2511.1
Buffalo/Rochester,Weekly,7/12/2020,conventional,0.99,263269.95,26128.71,56691.64,2991.04,177458.56,111365.61,63256.28,2836.67
Buffalo/Rochester,Weekly,7/5/2020,conventional,1.05,264688.16,43471.26,65240.33,3388.87,152587.7,115664.27,34456.77,2466.66
Buffalo/Rochester,Weekly,6/28/2020,conventional,1.08,228977.83,25089.35,61450.21,3397.21,139041.06,120437.51,17540.21,1063.34
Buffalo/Rochester,Weekly,6/21/2020,conventional,1.09,245620.6,26802.28,68533.86,3528.59,146755.87,125445.44,18953.76,2356.67
California,Weekly,7/12/2020,conventional,1.17,7955981.79,2039524.56,1202767.86,246134.16,4467555.21,2092544.81,1917417.23,457593.17
California,Weekly,7/5/2020,conventional,1.26,8526732.78,2803677.84,929650.39,321515.4,4471889.15,2342049.45,1399006.41,730833.29
California,Weekly,6/28/2020,conventional,1.14,8076619.86,1982718.79,1263005.43,263645.52,4567250.12,2099139.3,1853178.56,614932.26
California,Weekly,6/21/2020,conventional,1.25,7782805.53,2227043.3,992483.11,263989.43,4299289.69,2066228.23,1539688.85,693372.61
Charlotte,Weekly,7/12/2020,conventional,1.19,399669.37,172764.47,68432.69,6768.03,151704.18,80495.31,66838.87,4370
Charlotte,Weekly,7/5/2020,conventional,1.22,398254.25,178666.48,70719.25,6557.8,142310.72,97018.21,39715.85,5576.66
Charlotte,Weekly,6/28/2020,conventional,1.2,378754.57,182457.8,61503.23,6477.76,128315.78,103473,22412.78,2430
Charlotte,Weekly,6/21/2020,conventional,1.24,378244.75,168512.71,62430.07,5667.48,141634.49,112731.44,25124.12,3778.93
Chicago,Weekly,7/12/2020,conventional,1.2,1060222.11,127534.48,170159.54,47892.54,714635.55,265981.74,354533.76,94120.05
Chicago,Weekly,7/5/2020,conventional,1.26,1179580.81,164575.21,166947.16,48941.09,799117.35,537171.6,84623.38,177322.37
Chicago,Weekly,6/28/2020,conventional,0.84,1732687.57,271648.02,202931.85,47375.22,1210732.48,938948.56,93908.54,177875.38
Chicago,Weekly,6/21/2020,conventional,1.49,925141.41,126396.3,192125.18,44874.08,561745.85,311533.29,107365.74,142846.82
Cincinnati/Dayton,Weekly,7/12/2020,conventional,1.04,353022.93,83154.89,24528.68,10166.29,235173.07,222510.39,3807.39,8855.29
Cincinnati/Dayton,Weekly,7/5/2020,conventional,0.9,441156.97,104936.83,21617.16,10400.24,304202.74,292527.26,8981.96,2693.52
Cincinnati/Dayton,Weekly,6/28/2020,conventional,0.84,455284.76,116079.97,20840.37,9703.34,308661.08,295653.62,5960.33,7047.13
Cincinnati/Dayton,Weekly,6/21/2020,conventional,1.07,385737.55,95571.54,19341.82,11313.02,259511.17,240591.96,14738.19,4181.02
Columbus,Weekly,7/12/2020,conventional,0.94,278835.69,75394.83,19275.16,2635.09,181530.61,174494.5,3255.1,3781.01
Columbus,Weekly,7/5/2020,conventional,0.86,336073.59,90734.52,20008.35,2835.03,222495.69,215457.57,5850,1188.12
Columbus,Weekly,6/28/2020,conventional,0.81,355157.25,98896.21,19842.2,2416.08,234002.76,225263.54,5221.47,3517.75
Columbus,Weekly,6/21/2020,conventional,0.99,289923.03,77862.28,16829.15,2762.62,192468.98,185694.73,4385.12,2389.13
Dallas/Ft. Worth,Weekly,7/12/2020,conventional,0.73,1896670.2,670372.34,173201.94,34092.25,1019003.67,721453.98,296916.21,633.48
Dallas/Ft. Worth,Weekly,7/5/2020,conventional,0.75,2073026.05,780725.21,194818.91,39802.07,1057679.86,637777.78,419347.23,554.85
Dallas/Ft. Worth,Weekly,6/28/2020,conventional,0.74,1804126.94,625382.41,207176.23,23794.11,947774.19,582973.9,364281.5,518.79
Dallas/Ft. Worth,Weekly,6/21/2020,conventional,0.79,1966963.25,724131.48,190964.3,26615.57,1025251.9,700632.58,323941.86,677.46
Denver,Weekly,7/12/2020,conventional,0.96,1119611.81,202950.79,163503.94,7599.8,745557.28,338688.83,384117.97,22750.48
Denver,Weekly,7/5/2020,conventional,1.07,1163251.63,213700.95,140632.4,8201.65,800716.63,389832,386459.4,24425.23
Denver,Weekly,6/28/2020,conventional,1.08,1031720.25,191636.92,116873.24,6292.12,716917.97,344748.49,351415.63,20753.85
Denver,Weekly,6/21/2020,conventional,0.99,1108791.47,209838.41,145016.88,5906.72,748029.46,341211.42,384795.84,22022.2
Detroit,Weekly,7/12/2020,conventional,1.07,528749.34,128429.61,34373.34,44006.86,321939.53,301803.16,9723.08,10413.29
Detroit,Weekly,7/5/2020,conventional,0.93,690274.97,182701.35,36558.11,47663.66,423351.85,401080.57,14773.5,7497.78
Detroit,Weekly,6/28/2020,conventional,0.87,784478.31,216098,42837.29,60237.67,465305.35,443692.2,13975.65,7637.5
Detroit,Weekly,6/21/2020,conventional,1.1,573324.19,139108.58,39059.42,61007.11,334149.08,312993.28,15102.97,6052.83
Grand Rapids,Weekly,7/12/2020,conventional,1.4,203706.54,26441.85,52630.12,47986.95,76647.62,58437.3,5268.44,12941.88
Grand Rapids,Weekly,7/5/2020,conventional,1.4,233918.17,37862.14,62138.98,55043.86,78873.19,58728.22,7603.79,12541.18
Grand Rapids,Weekly,6/28/2020,conventional,1.29,249194.22,46751.54,63156.72,67965.03,71320.93,51705.68,7255.45,12359.8
Grand Rapids,Weekly,6/21/2020,conventional,1.35,238614.31,28736.05,79636.12,61057.2,69184.94,51620.57,6697.14,10867.23
Great Lakes,Weekly,7/12/2020,conventional,1.07,5034040.69,1068032.22,694999.9,254621.3,3016387.27,2198219.26,628627.18,189540.83
Great Lakes,Weekly,7/5/2020,conventional,1.04,5885856.34,1339600.2,712490.13,272661.53,3561104.48,2880969.38,421860.23,258274.87
Great Lakes,Weekly,6/28/2020,conventional,0.9,6661002.71,1547595.55,750591.46,308564.24,4054251.46,3374657.17,411121.04,268473.25
Great Lakes,Weekly,6/21/2020,conventional,1.15,5171180.03,1169657.29,760355.71,296283.34,2944883.69,2294830.83,421035.38,229017.48
Harrisburg/Scranton,Weekly,7/12/2020,conventional,1.05,455111.24,173561.89,130691.52,351.99,150505.84,104923.34,39542.83,6039.67
Harrisburg/Scranton,Weekly,7/5/2020,conventional,1.09,480838.93,190031.41,154422.93,402.44,135982.15,103555.47,27820.02,4606.66
Harrisburg/Scranton,Weekly,6/28/2020,conventional,1.1,446820.81,182050.73,145195.54,925.89,118648.65,110110.69,6491.29,2046.67
Harrisburg/Scranton,Weekly,6/21/2020,conventional,1.12,472367.22,179537.14,154219.77,247.37,138362.94,125206.06,7943.55,5213.33
Hartford/Springfield,Weekly,7/12/2020,conventional,1.4,451435.9,12978.32,348588.78,1918.95,87949.85,70420.23,14926.28,2603.34
Hartford/Springfield,Weekly,7/5/2020,conventional,1.41,479657.14,14513.46,380482.31,4894.88,79766.49,67777.51,10262.32,1726.66
Hartford/Springfield,Weekly,6/28/2020,conventional,1.47,426906.22,14630.9,341277.57,5235.54,65762.21,60662.93,4272.86,826.42
Hartford/Springfield,Weekly,6/21/2020,conventional,1.48,438859.12,16215.23,335965.97,4467.69,82210.23,72324.58,8212.32,1673.33
Houston,Weekly,7/12/2020,conventional,0.81,1653627.19,668170.1,188651.28,6331.99,790473.82,525436.46,244006.85,21030.51
Houston,Weekly,7/5/2020,conventional,0.77,1899768.67,782464.89,237981.88,7426.59,871895.31,472977.48,377496.1,21421.73
Houston,Weekly,6/28/2020,conventional,0.8,1596978.09,532706.16,255899.46,4627.32,803745.15,472114.41,311766.68,19864.06
Houston,Weekly,6/21/2020,conventional,0.84,1694196.58,693277.88,208255.34,5683.75,786979.61,520207.99,244789.1,21982.52
Indianapolis,Weekly,7/12/2020,conventional,0.95,292673.08,90234.79,31717.05,4672.49,166048.75,159231.34,5159.73,1657.68
Indianapolis,Weekly,7/5/2020,conventional,0.91,357539.33,114683.46,27477.67,5292.33,210085.87,201035.64,7632.35,1417.88
Indianapolis,Weekly,6/28/2020,conventional,0.85,358210.32,113045.84,27175.68,4406.91,213581.89,203402.91,7653.52,2525.46
Indianapolis,Weekly,6/21/2020,conventional,1.02,316798.04,99015.83,28280.66,4896.97,184604.58,174658.34,8147.04,1799.2
Jacksonville,Weekly,7/12/2020,conventional,1.2,211874.35,101779.95,11916.03,222.65,97955.72,87075.99,6456.4,4423.33
Jacksonville,Weekly,7/5/2020,conventional,1.08,251663.73,121500.02,14406.51,207.4,115549.8,95380.94,15458.86,4710
Jacksonville,Weekly,6/28/2020,conventional,1.1,253402.69,128515.55,14191.54,200.71,110494.89,79414.25,26363.97,4716.67
Jacksonville,Weekly,6/21/2020,conventional,1.22,234260.71,105052.13,12929.01,165.13,116114.44,87455.75,25562.03,3096.66
Las Vegas,Weekly,7/12/2020,conventional,1,457865.95,66012.04,47904.34,137.13,343812.44,109204.36,231137.44,3470.64
Las Vegas,Weekly,7/5/2020,conventional,1.01,478587.31,70330.79,44805.67,205.99,363244.86,122123.67,237196.33,3924.86
Las Vegas,Weekly,6/28/2020,conventional,0.88,459429.25,63847.5,42203.95,77.09,353300.71,117455.12,232112.71,3732.88
Las Vegas,Weekly,6/21/2020,conventional,0.97,411323.46,68613.29,44722.13,82.25,297905.79,137523.56,156075.51,4306.72
Los Angeles,Weekly,7/12/2020,conventional,1.08,3809833.5,1076744.96,102806.67,189205.26,2441076.61,1160678.86,929286.59,351111.16
Los Angeles,Weekly,7/5/2020,conventional,1.08,4361247.7,1614401.75,77322.7,252654.16,2416869.09,1310057.13,611417.97,495393.99
Los Angeles,Weekly,6/28/2020,conventional,1.17,3423905.01,1054721.33,63932.39,204369.71,2100881.58,1217688.57,537671.69,345521.32
Los Angeles,Weekly,6/21/2020,conventional,1.15,3749949.13,1186823.15,70740.09,202024.73,2290361.16,1167627.34,745122.42,377611.4
Louisville,Weekly,7/12/2020,conventional,0.87,171086.37,43906.66,12365.5,55.86,114758.35,99277.41,12908.72,2572.22
Louisville,Weekly,7/5/2020,conventional,1,156069.56,41126.89,12419.9,75.88,102446.89,82951.66,17298.57,2196.66
Louisville,Weekly,6/28/2020,conventional,1,140591.8,38035.25,11127.2,47.21,91382.14,74256.6,16182.21,943.33
Louisville,Weekly,6/21/2020,conventional,0.92,170908.41,47467.03,11249.32,81.27,112110.79,95781.88,14762.24,1566.67
Miami/Ft. Lauderdale,Weekly,7/12/2020,conventional,1.17,993626.37,514413.71,42776.08,540.32,435896.26,411132.95,22630.94,2132.37
Miami/Ft. Lauderdale,Weekly,7/5/2020,conventional,1.03,1216625.25,642990.01,52590.37,590.34,520454.53,473895.4,41925.8,4633.33
Miami/Ft. Lauderdale,Weekly,6/28/2020,conventional,1.05,1172941.56,629472.28,45042.92,398.98,498027.38,436834.06,60562.22,631.1
Miami/Ft. Lauderdale,Weekly,6/21/2020,conventional,1.17,1030699.35,517813.63,47760.5,282.87,464842.35,395230.59,63643.98,5967.78
Midsouth,Weekly,7/12/2020,conventional,1.07,4989737.71,1562848.46,980050.94,27815.12,2419023.19,1592775.95,768961.65,57285.59
Midsouth,Weekly,7/5/2020,conventional,1.11,5200962.25,1661039.11,1058266.47,29268.36,2452388.31,1704701.69,692257.78,55428.84
Midsouth,Weekly,6/28/2020,conventional,1.11,4834966.96,1648177.8,966278.46,29045.89,2191464.81,1661642.71,505051.91,24770.19
Midsouth,Weekly,6/21/2020,conventional,1.11,5070753.21,1613706.36,993273.5,24549.53,2439223.82,1847641.93,550172.32,41409.57
Nashville,Weekly,7/12/2020,conventional,0.85,336278.14,133962.64,9411.99,15.73,192887.78,171482.07,17272.82,4132.89
Nashville,Weekly,7/5/2020,conventional,0.89,365052.86,154229.74,9619.38,34.73,201169.01,176012,20518.52,4638.49
Nashville,Weekly,6/28/2020,conventional,0.91,330138.05,136513.09,8977.09,6,184641.87,163618.09,17819.26,3204.52
Nashville,Weekly,6/21/2020,conventional,0.86,363120.18,150702.61,8725.36,50.18,203642.03,180720.8,18353.44,4567.79
New Orleans/Mobile,Weekly,7/12/2020,conventional,0.88,422054.34,167544.94,24998.49,1155.97,228354.94,192665.82,22336.9,13352.22
New Orleans/Mobile,Weekly,7/5/2020,conventional,0.9,438073.42,185287.62,23633.41,1222.71,227929.68,196091.26,20908.42,10930
New Orleans/Mobile,Weekly,6/28/2020,conventional,0.9,413368.82,178254.31,22474.49,633.81,212006.21,176590.58,25157.85,10257.78
New Orleans/Mobile,Weekly,6/21/2020,conventional,0.93,438167.06,181461.84,27674.06,732.57,228298.59,193667.83,22218.54,12412.22
New York,Weekly,7/12/2020,conventional,1.19,2557489.33,86841.62,1550558.5,12374.68,907714.53,643846.77,258066.89,5800.87
New York,Weekly,7/5/2020,conventional,1.2,2727477.66,96258.36,1705951.11,15222.34,910045.85,658711.19,246856.47,4478.19
New York,Weekly,6/28/2020,conventional,1.47,2177538.71,79656.1,1248609.06,15847.74,833425.81,626594.21,205164.93,1666.67
New York,Weekly,6/21/2020,conventional,1.48,2343157.96,86585.41,1363985.97,9893.97,882692.61,635443.95,242765.61,4483.05
Northeast,Weekly,7/12/2020,conventional,1.2,7278849.06,672216.91,3973854.12,28156.7,2604621.33,1819334.11,742761.69,42525.53
Northeast,Weekly,7/5/2020,conventional,1.23,7627027,746974.53,4431082.61,35514.05,2413455.81,1790709.01,591947.56,30799.24
Northeast,Weekly,6/28/2020,conventional,1.32,6697793.93,702815.31,3679912.15,38357.63,2276708.84,1826589.49,436743.11,13376.24
Northeast,Weekly,6/21/2020,conventional,1.35,6858720.51,671387.79,3744568.54,28207.55,2414556.63,1779426.99,598514.83,36614.81
Northern New England,Weekly,7/12/2020,conventional,1.28,679895.23,18768.16,499687.68,284.74,161154.65,95367.32,61917.86,3869.47
Northern New England,Weekly,7/5/2020,conventional,1.3,749550.86,20632.11,580145.44,123.64,148649.67,101289.08,44735.67,2624.92
Northern New England,Weekly,6/28/2020,conventional,1.25,701139.74,21180.41,522925.01,251.62,156782.7,117871.38,37689.01,1222.31
Northern New England,Weekly,6/21/2020,conventional,1.27,680933.67,19434.31,509245.21,79.66,152174.49,71270.32,77630.84,3273.33
Orlando,Weekly,7/12/2020,conventional,1.06,556582.13,256250.45,15225,210.18,284896.5,267915.59,16110.9,870.01
Orlando,Weekly,7/5/2020,conventional,0.98,694482.81,305047.64,16775.27,190.59,372469.31,314778.2,54802.23,2888.88
Orlando,Weekly,6/28/2020,conventional,1,681641.37,283500.84,16328.81,142.94,381668.78,296519.35,84366.09,783.34
Orlando,Weekly,6/21/2020,conventional,1.11,623810.27,261692.92,16215.51,131.87,345769.97,258155.52,83018.9,4595.55
Philadelphia,Weekly,7/12/2020,conventional,1.04,761353.4,142627.35,278512.13,2295.98,337917.94,220840.79,113335.64,3741.51
Philadelphia,Weekly,7/5/2020,conventional,1.05,816857.1,159406.2,319071.03,2553.49,335826.38,224384.85,108202.01,3239.52
Philadelphia,Weekly,6/28/2020,conventional,1.22,717118.48,155001.54,243499.02,4237.88,314380.04,216829.18,96267.1,1283.76
Philadelphia,Weekly,6/21/2020,conventional,1.22,764058.11,148344.27,263842.57,2104.2,349767.07,227939.25,117941.92,3885.9
Phoenix/Tucson,Weekly,7/12/2020,conventional,0.81,1490727.03,565267.78,198462.4,3946.77,723002.41,245429.69,477452.87,119.85
Phoenix/Tucson,Weekly,7/5/2020,conventional,0.93,1490316.33,396396.01,241011.51,4449.19,848380.18,275187.41,572959.81,232.96
Phoenix/Tucson,Weekly,6/28/2020,conventional,0.85,1331134.7,355375.92,184172.43,4141.44,787303.89,257676.77,529152.37,474.75
Phoenix/Tucson,Weekly,6/21/2020,conventional,0.76,1513797.97,562498.21,210328.04,4839.79,736063.74,339601.11,396119.69,342.94
Pittsburgh,Weekly,7/12/2020,conventional,0.91,208303.87,65030.84,13900.64,90.18,129282.21,100174.74,26137.47,2970
Pittsburgh,Weekly,7/5/2020,conventional,1.19,160676.36,45842.94,14828.64,56.02,99948.76,81946.27,16985.82,1016.67
Pittsburgh,Weekly,6/28/2020,conventional,0.96,204851.51,68068.76,15924.63,56.72,120801.4,119527.66,277.08,996.66
Pittsburgh,Weekly,6/21/2020,conventional,1.24,151241.63,40930.87,14633.91,49.28,95627.57,91741.39,272.85,3613.33
Plains,Weekly,7/12/2020,conventional,1.03,2554887.97,1079819.97,499357.85,2381.91,973328.24,875394.99,46243.01,51690.24
Plains,Weekly,7/5/2020,conventional,1,3100080.53,1288145.37,579377.62,3667.6,1228889.94,1132569.05,50434.69,45886.2
Plains,Weekly,6/28/2020,conventional,1,2800944.48,1105902.09,520583.82,3798.34,1170660.23,1074702.18,54179.35,41778.7
Plains,Weekly,6/21/2020,conventional,0.89,3478622.27,1691713.67,620026.71,1877.17,1165004.72,1080709.6,56465.01,27830.11
Portland,Weekly,7/12/2020,conventional,1.18,846950.03,129357.84,95111.32,5271.25,617209.62,289917.8,303770.1,23521.72
Portland,Weekly,7/5/2020,conventional,1.14,903125.5,135307.52,78543.63,5408.49,683865.86,394494.48,261917.17,27454.21
Portland,Weekly,6/28/2020,conventional,1.16,779328.56,115563,75129.47,4902.78,583733.31,332774.51,227202.79,23756.01
Portland,Weekly,6/21/2020,conventional,0.94,1014145.41,133300.29,106229.67,5811.41,768804.04,478483.33,254528.85,35791.86
Raleigh/Greensboro,Weekly,7/12/2020,conventional,1.1,516464.63,224267.45,87271.32,6430.78,198495.08,110236.24,84462.18,3796.66
Raleigh/Greensboro,Weekly,7/5/2020,conventional,1.15,520165.47,236984.99,87835.94,7527.82,187816.72,128002.04,54604.69,5209.99
Raleigh/Greensboro,Weekly,6/28/2020,conventional,1.15,506828.32,243442.03,76347.61,7478.33,179560.35,136109.37,43100.98,350
Raleigh/Greensboro,Weekly,6/21/2020,conventional,1.17,506504.89,234243.98,79994.37,5791.04,186475.5,140449.7,46005.8,20
Richmond/Norfolk,Weekly,7/12/2020,conventional,0.97,422306.46,138973.46,77588.99,1586.26,204157.75,138866.24,60666.36,4625.15
Richmond/Norfolk,Weekly,7/5/2020,conventional,1.03,436705.93,137551.3,88596.9,1798.25,208759.48,153227.59,50199.06,5332.83
Richmond/Norfolk,Weekly,6/28/2020,conventional,1.03,390423.16,129598.49,78478.05,1739.82,180606.8,143459.52,35283.95,1863.33
Richmond/Norfolk,Weekly,6/21/2020,conventional,0.99,429310.1,138910.73,82191.11,1318.21,206890.05,159785,43056.66,4048.39
Roanoke,Weekly,7/12/2020,conventional,0.88,250839.73,86744.9,25926.34,93.31,138075.18,94917.42,39144.43,4013.33
Roanoke,Weekly,7/5/2020,conventional,0.95,247276.76,83839.07,30428.21,22.3,132987.18,102041.39,27649.24,3296.55
Roanoke,Weekly,6/28/2020,conventional,0.9,241502.95,100292.46,27068.59,1.45,114140.45,94811.27,18092.52,1236.66
Roanoke,Weekly,6/21/2020,conventional,0.91,259512.76,87912.91,26575.43,0,145024.42,121046.29,21728.13,2250
Sacramento,Weekly,7/12/2020,conventional,1.13,614886.93,169086.88,281187.27,4911.37,159701.41,97377.02,61351.41,972.98
Sacramento,Weekly,7/5/2020,conventional,1.54,584335.89,188645.61,198527.52,4954.28,192208.48,116950.4,59422.9,15835.18
Sacramento,Weekly,6/28/2020,conventional,1.18,650960.72,160093.56,236048,3590.76,251228.4,110847.48,117559.34,22821.58
Sacramento,Weekly,6/21/2020,conventional,1.34,588894.87,175085.72,220768.57,4455.84,188584.74,104999.01,62453.62,21132.11
San Diego,Weekly,7/12/2020,conventional,1.01,807251.81,125522.06,48411.08,19958.72,613359.95,245845.97,290569.2,76944.78
San Diego,Weekly,7/5/2020,conventional,1.15,811452.26,184190.04,32069.46,25262.52,569930.24,294591.35,175138.22,100200.67
San Diego,Weekly,6/28/2020,conventional,1.19,639533.79,125843.82,27718.32,25101.36,460870.29,230264.2,159749.24,70856.85
San Diego,Weekly,6/21/2020,conventional,1.17,689707.75,143691.96,27165.04,20478.97,498371.78,230507.22,172886.55,94978.01
San Francisco,Weekly,7/12/2020,conventional,1.58,952637.22,201604.57,283632.91,7372.29,460027.45,198792.59,257889.11,3345.75
San Francisco,Weekly,7/5/2020,conventional,1.66,993738.03,249335.71,239156.7,8088.15,497157.47,203570.24,255023.94,38563.29
